english,malayalam
4- Agree,4- സമ്മതിക്കുന്നു
Rating Clinician-rated,റേറ്റിംഗ് ക്ലിനിഷ്യൻ-റേറ്റിംഗ്
What are my rights and responsibilities as a donor?,ദാതാവെന്ന നിലയിൽ എന്റെ അവകാശങ്ങളും ഉത്തരവാദിത്തങ്ങളും എന്തൊക്കെയാണ്?
Typhoid study information sheet,ടൈഫോയ്ഡ് പഠന വിവര ഷീറ്റ്
Protocol Number:,പ്രോട്ടോക്കോൾ നമ്പർ:
"Normal side effects after head and neck cancer radiation treatment are lockjaw, swallowing difficulties, weight loss, decreased physical strength, swelling in face and neck, emotional difficulties, concerns about appearance, dental problems etc.","ഹെഡ് ആൻഡ് നെക്ക് കാൻസർ റേഡിയേഷൻ ചികിത്സയ്ക്ക് ശേഷമുള്ള സാധാരണ പാർശ്വഫലങ്ങൾ ലോക്ക്ജോ, വിഴുങ്ങാനുള്ള ബുദ്ധിമുട്ടുകൾ, ശരീരഭാരം കുറയൽ, ശാരീരിക ശക്തി കുറയൽ, മുഖത്തും കഴുത്തിലും വീക്കം, വൈകാരിക ബുദ്ധിമുട്ടുകൾ, രൂപത്തെക്കുറിച്ചുള്ള ആശങ്കകൾ, ദന്ത പ്രശ്നങ്ങൾ മുതലായവയാണ്."
7. What if I change my mind later and want to discontinue my participation?,7. ഞാൻ പിന്നീട് മനസ്സ് മാറ്റുകയും എന്റെ പങ്കാളിത്തം നിർത്താൻ ആഗ്രഹിക്കുകയും ചെയ്താലോ?
"There will be NO direct benefit to you from taking part in this haplobank. The development of this haplobank may help in treating various diseases. However, information on the research in general may be published in public scientific journals and at scientific meetings.","ഹാപ്ലോബാങ്കിൽ പങ്കെടുക്കുന്നതിൽ നിന്ന് നിങ്ങൾക്ക് നേരിട്ട് യാതൊരു പ്രയോജനവും ഉണ്ടാകില്ല. ഈ ഹാപ്ലോബാങ്കിന്റെ വികസനം വിവിധ രോഗങ്ങളെ ചികിത്സിക്കാൻ സഹായിച്ചേക്കാം. എന്നിരുന്നാലും, പൊതു ശാസ്ത്ര ജേണലുകളിലും ശാസ്ത്ര യോഗങ്ങളിലും ഗവേഷണത്തെക്കുറിച്ചുള്ള പൊതുവായ വിവരങ്ങൾ പ്രസിദ്ധീകരിച്ചേക്കാം."
I agree to take part in the above study and understand that I am under no obligation to do so.,മേൽപ്പറഞ്ഞ പഠനത്തിൽ പങ്കെടുക്കാമെന്നു ഞാൻ സമ്മതിക്കുകയും അത് ഏതെങ്കിലും കടമയുടെ പുറത്തല്ലെന്നു മനസ്സിലാക്കുകയും ചെയ്യുന്നു.
- Donors have the right to withdraw their participation at any time.,- എപ്പോൾ വേണമെങ്കിലും പങ്കാളിത്തം പിൻവലിക്കാൻ ദാതാക്കൾക്ക് എല്ലാ അവകാശവും ഉണ്ട്.
Date of Birth/Age: ___________________________,ജനനത്തീയതി/വയസ്: ___________________________
"4. I understand that the officials and researchers involved in the study, will not need my permission to look at my health records both now and later, even if I withdraw from the study . But I understand that my name or personal details will remain confidential.","4. പഠനത്തിൽ ഉൾപ്പെട്ട ഉദ്യോഗസ്ഥർക്കും ഗവേഷകർക്കും, ഞാൻ പഠനത്തിൽ നിന്ന് പിന്മാറിയാലും, എന്റെ ആരോഗ്യ രേഖകൾ പരിശോധിക്കാൻ എന്റെ അനുമതി ആവശ്യമില്ലെന്ന് ഞാൻ മനസ്സിലാക്കുന്നു. പക്ഷേ എന്റെ പേരോ വ്യക്തിഗത വിവരങ്ങളോ രഹസ്യമായി തുടരുമെന്ന് ഞാൻ മനസ്സിലാക്കുന്നു."
No. There will be no risks or discomforts for you,ഇല്ല. നിങ്ങൾക്ക് ദോഷങ്ങളോ അസ്വസ്ഥതകളോ ഉണ്ടാകില്ല
"You do not have to be in this study. No one will be upset with you if you decide not to participate in this study. Even if you start the study, you can stop later if you want. You may ask questions about the study at any time.","നിങ്ങൾ ഈ പഠനത്തിൽ ഉണ്ടായിരിക്കേണ്ടതില്ല. ഈ പഠനത്തിൽ പങ്കെടുക്കേണ്ടെന്ന് നിങ്ങൾ തീരുമാനിക്കുകയാണെങ്കിൽ ആരും നിങ്ങളോട് അസ്വസ്ഥരാകില്ല. നിങ്ങൾ പഠനം ആരംഭിച്ചാലും, നിങ്ങൾക്ക് വേണമെങ്കിൽ പിന്നീട് നിർത്താം. നിങ്ങൾക്ക് എപ്പോൾ വേണമെങ്കിലും പഠനത്തെക്കുറിച്ച് ചോദ്യങ്ങൾ ചോദിക്കാം."
Informed Consent Form to participate in the Research Study,ഗവേഷണ പഠനത്തിൽ പങ്കെടുക്കാൻ അറിയിച്ച സമ്മത ഫോം
"If you agree to enter the study, please sign the attached consent form.","പഠനത്തിൽ പ്രവേശിക്കാൻ നിങ്ങൾ സമ്മതിക്കുകയാണെങ്കിൽ, അറ്റാച്ച് ചെയ്ത സമ്മത പത്രത്തിൽ ഒപ്പിടുക."
How does the study work?,പഠനം എങ്ങനെ പ്രവർത്തിക്കുന്നു?
Print name of impartial witness AND Thumb print of participant Signature of impartial witness,നിഷ്പക്ഷ സാക്ഷിയുടെ പേരും പങ്കെടുക്കുന്നയാളുടെ വിരലടയാളവും നിഷ്പക്ഷ സാക്ഷിയുടെ ഒപ്പും പ്രിന്റ് ചെയ്യുക
"I want to tell you about a study we are doing in which we will be using your own cells to correct the bend in your bone or shortening of your bone. Due to the defect that you have now, your bone will start to bend and the leg/forearm will become unequal if not treated.","ഞങ്ങൾ ചെയ്യുന്ന ഒരു പഠനത്തെക്കുറിച്ച് ഞാൻ നിങ്ങളോട് പറയാൻ ആഗ്രഹിക്കുന്നു, അതിൽ നിങ്ങളുടെ അസ്ഥിയിലെ വളവ് ശരിയാക്കാനോ നിങ്ങളുടെ അസ്ഥി ചെറുതാക്കാനോ ഞങ്ങൾ നിങ്ങളുടെ സ്വന്തം സെല്ലുകൾ ഉപയോഗിക്കും. നിങ്ങൾക്ക് ഇപ്പോൾ ഉള്ള തകരാറുമൂലം, നിങ്ങളുടെ അസ്ഥി വളയാൻ തുടങ്ങും, ചികിത്സിച്ചില്ലെങ്കിൽ കാലിന്‍റെ അല്ലെങ്കില്‍ കൈത്തണ്ടയുടെ വളര്‍ച്ച സമതുലിതമല്ലാത്ത രീതിയില്‍ ആകും."
4. Laboratory samples,4. ലബോറട്ടറി സാമ്പിളുകൾ
All information and samples obtained for this haplobank will be assigned a code number. No names or important numbers like hospital medical record number or any identity number will be kept on samples.,ഹാപ്ലോബാങ്കിനായി ലഭിച്ച എല്ലാ വിവരങ്ങള്‍ക്കും സാമ്പിളുകള്‍ക്കും ഒരു കോഡ് നമ്പർ നൽകും. ഹോസ്പിറ്റൽ മെഡിക്കൽ റെക്കോർഡ് നമ്പർ അല്ലെങ്കിൽ ഏതെങ്കിലും ഐഡന്റിറ്റി നമ്പർ പോലുള്ള പേരുകളോ പ്രധാനപ്പെട്ട നമ്പറുകളോ സാമ്പിളുകളിൽ സൂക്ഷിക്കില്ല.
